            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            0.074900            15.316800         -2.20000e-05         -4.75000e-04
            0.099800            15.330100         -8.40000e-05         -1.81200e-03
            0.124800            15.343500         -1.81000e-04         -3.89700e-03
            0.149800            15.354600         -3.00000e-06         -6.50000e-05
            0.174700            15.360400         -2.93000e-04         -6.29500e-03
            0.199700            15.358100         -8.30000e-05         -1.78360e-03
            0.224600            15.345000         -5.30000e-05         -1.14100e-03
            0.249600            15.318500         -6.10000e-05         -1.31770e-03
            0.274600            15.276800          1.21000e-04          2.62800e-03
            0.299500            15.219400         -1.20000e-05         -2.63000e-04
            0.324500            15.147000         -4.71000e-04         -1.04060e-02
            0.349400            15.062900          7.60000e-05          1.69800e-03
            0.374400            14.973900         -3.73000e-04         -8.43300e-03
            0.399300            14.892500         -9.20000e-05         -2.10300e-03
            0.424300            14.841800          5.60000e-05          1.28900e-03
            0.449300            14.859700         -1.99000e-04         -4.56800e-03
            0.474200            14.990100         -2.80000e-04         -6.31600e-03
            0.499200            15.243400         -3.00000e-06         -6.55000e-05
            0.524100            15.580000         -4.50000e-04         -9.39690e-03
            0.549100            15.950900         -8.50000e-05         -1.69340e-03
            0.574100            16.322700          4.60000e-05          8.75200e-04
            0.599000            16.675300         -5.80000e-05         -1.05740e-03
            0.624000            16.995600         -1.70000e-05         -2.98300e-04
            0.648900            17.273500          9.00000e-06          1.52900e-04
            0.673900            17.500900          3.90000e-05          6.45440e-04
            0.698900            17.672900          7.00000e-05          1.13610e-03
            0.723800            17.789900          8.80000e-05          1.40950e-03
            0.748800            17.857600          1.44000e-04          2.28897e-03
            0.773700            17.884700          1.13000e-04          1.79078e-03
            0.798700            17.879500          2.79000e-04          4.42410e-03
            0.823700            17.848600          2.57000e-04          4.08932e-03
            0.848600            17.796000          2.97000e-04          4.75380e-03
            0.873600            17.724000          2.35000e-04          3.79200e-03
            0.898500            17.664000          2.28000e-04          3.70410e-03
            0.923500            17.908400          1.44000e-04          2.27600e-03
            0.948400            18.115700          9.30000e-05          1.43650e-03
            0.973400            18.280900          1.73000e-04          2.62410e-03
            0.998400            18.399400          6.71000e-04          1.00470e-02
            1.007800            18.410300          2.86000e-04          4.27700e-03
            1.017200            18.419200          4.40000e-04          6.57420e-03
            1.026600            18.426200          6.18000e-04          9.22650e-03
            1.036000            18.431600          1.38000e-04          2.05880e-03
            1.045400            18.435500          4.30000e-05          6.41300e-04
            1.054800            18.438100          4.62000e-04          6.88860e-03
            1.064300            18.439500          2.00000e-06          3.03000e-05
            1.073700            18.439900         -6.00000e-06         -8.95000e-05
            1.083100            18.439500          1.13000e-04          1.68460e-03
            1.092500            18.438300          2.91000e-04          4.33860e-03
            1.101900            18.436600          5.10000e-05          7.60600e-04
            1.111300            18.434400         -4.95000e-04         -7.38370e-03
            1.120700            18.431800         -1.21000e-04         -1.80560e-03
            1.130200            18.428900          7.00000e-05          1.04500e-03
            1.139600            18.425800         -3.61000e-04         -5.38970e-03
            1.149000            18.422600          3.70000e-05          5.52600e-04
            1.158400            18.419400          9.40000e-05          1.40400e-03
            1.167800            18.416100          1.35000e-04          2.01770e-03
            1.177200            18.413000         -4.25000e-04         -6.35400e-03
            1.186600            18.409900         -2.30000e-04         -3.44000e-03
            1.196000            18.407100          1.99000e-04          2.97720e-03
            1.205500            18.404400          2.38000e-04          3.56179e-03
            1.214900            18.401900          1.54000e-04          2.30525e-03
            1.224300            18.399700          9.70000e-05          1.45239e-03
            1.233700            18.397900          5.40000e-05          8.08700e-04
            1.243100            18.396300         -1.00000e-04         -1.49790e-03
            1.252500            18.395000         -3.60000e-05         -5.39300e-04
            1.261900            18.394100          6.90000e-05          1.03377e-03
            1.271400            18.393600         -2.20000e-05         -3.29620e-04
            1.280800            18.393400          4.00000e-06          5.99300e-05
            1.287800            18.393500          3.60000e-05          5.39400e-04
            1.294900            18.393800          2.30000e-05          3.44600e-04
            1.302000            18.394300         -1.50000e-05         -2.24730e-04
            1.309000            18.395000         -3.60000e-05         -5.39300e-04
            1.316100            18.395900         -8.80000e-05         -1.31820e-03
            1.323100            18.397000         -7.50000e-05         -1.12330e-03
            1.330200            18.398300          7.00000e-05          1.04829e-03
            1.337300            18.399700          9.70000e-05          1.45239e-03
            1.344300            18.401400         -1.03000e-04         -1.54190e-03
            1.351400            18.403100          2.56000e-04          3.83160e-03
            1.358400            18.405000          1.68000e-04          2.51397e-03
            1.365500            18.407100          1.99000e-04          2.97720e-03
            1.372600            18.409200          2.80000e-05          4.18800e-04
            1.379600            18.411400         -5.67000e-04         -8.47930e-03
            1.386700            18.413800         -1.54200e-03         -2.30530e-02
            1.393700            18.416100          1.35000e-04          2.01770e-03
            1.400800            18.418600         -5.13000e-04         -7.66600e-03
            1.407900            18.421000          1.14000e-04          1.70290e-03
            1.414900            18.423400         -5.80000e-05         -8.66200e-04
            1.422000            18.425800         -3.61000e-04         -5.38970e-03
            1.429000            18.428100         -7.80000e-05         -1.16400e-03
            1.436100            18.430300          2.11000e-04          3.14850e-03
            1.443200            18.432400         -5.90000e-04         -8.80300e-03
            1.450200            18.434400         -4.95000e-04         -7.38370e-03
            1.457300            18.436100         -1.22000e-04         -1.81900e-03
            1.464300            18.437500         -6.20000e-05         -9.24500e-04
            1.471400            18.438700          3.12000e-04          4.65220e-03
            1.478500            18.439500          1.13000e-04          1.68460e-03
            1.485500            18.439900          4.80000e-05          7.15600e-04
            1.492600            18.439800         -6.81000e-04         -1.01520e-02
            1.499600            18.439200          2.95000e-04          4.39810e-03
            1.506700            18.438100          4.62000e-04          6.88860e-03
            1.513800            18.436300          3.68000e-04          5.48860e-03
            1.520800            18.433700          6.20000e-05          9.25000e-04
            1.527900            18.430400         -1.74000e-04         -2.59700e-03
            1.534900            18.426200          6.18000e-04          9.22650e-03
            1.542000            18.421100          6.69000e-04          9.99410e-03
            1.549100            18.415000          3.26000e-04          4.87300e-03
            1.556100            18.407800          7.22000e-04          1.08010e-02
            1.563200            18.399400          6.71000e-04          1.00470e-02
            1.584100            18.283100          5.17000e-04          7.84050e-03
            1.605100            18.125800         -4.53000e-04         -6.98900e-03
            1.626100            17.933700         -5.70000e-04         -8.98350e-03
            1.647000            17.712300          1.26000e-04          2.03590e-03
            1.668000            17.762700          4.21000e-04          6.76384e-03
            1.689000            17.846700          5.17000e-04          8.22825e-03
            1.709900            17.911500          7.60000e-05          1.20090e-03
            1.730900            17.956200          2.20000e-05          3.45800e-04
            1.751900            17.979900          3.36000e-04          5.26863e-03
            1.772800            17.929200          1.77000e-04          2.79110e-03
            1.793800            17.735100          5.22000e-04          8.41200e-03
            1.814800            17.536200          2.76000e-04          4.54900e-03
            1.835700            17.333800         -2.81200e-03         -4.74420e-02
            1.856700            17.129100          5.15000e-04          8.89700e-03
            1.877700            16.923200          3.12000e-04          5.52300e-03
            1.898600            16.717200         -2.12000e-04         -3.84600e-03
            1.919600            16.512000          6.00000e-05          1.11570e-03
            1.940500            16.308600          1.44000e-04          2.74450e-03
            1.961500            16.107900          2.92000e-04          5.70474e-03
            1.982500            15.910700          6.60000e-05          1.32160e-03
            2.003400            15.717900         -1.45000e-04         -2.97520e-03
            2.024400            15.530200          6.30000e-05          1.32410e-03
            2.045400            15.348400         -3.53000e-04         -7.59580e-03
            2.066300            15.173200         -7.30000e-05         -1.60730e-03
            2.087300            15.005300         -1.38000e-04         -3.10680e-03
            2.108300            14.845200          3.30000e-05          7.59000e-04
            2.129200            14.693500          2.80000e-05          6.57400e-04
            2.150200            14.550900          4.60000e-05          1.10130e-03
            2.171200            14.417800          4.00000e-06          9.75000e-05
            2.192100            14.294700         -4.20000e-05         -1.04190e-03
            2.213100            14.182000          3.90000e-05          9.82900e-04
            2.234100            14.080100         -2.15000e-04         -5.49740e-03
            2.255000            13.989400          1.52000e-04          3.93710e-03
            2.276000            13.910100          1.20000e-05          3.14400e-04
            2.297000            13.842600          3.90000e-05          1.03170e-03
            2.317900            13.787000         -8.00000e-06         -2.13400e-04
            2.338900            13.743600         -8.60000e-05         -2.30790e-03
            2.359800            13.712500         -5.00000e-05         -1.34790e-03
            2.380800            13.693800          2.50000e-05          6.75800e-04
            2.401800            13.687600         -6.80000e-05         -1.83980e-03
            2.415300            13.693800         -1.50000e-04         -4.05480e-03
            2.428900            13.711600         -1.02000e-04         -2.75020e-03
            2.442400            13.739000         -4.00000e-05         -1.07420e-03
            2.456000            13.777800         -8.40000e-05         -2.24310e-03
            2.469500            13.826200         -1.73000e-04         -4.58740e-03
            2.483000            13.882900         -1.18000e-04         -3.10350e-03
            2.496600            13.946600         -1.74000e-04         -4.53470e-03
            2.510100            14.015800         -9.60000e-05         -2.47720e-03
            2.523700            14.088900         -1.10000e-05         -2.80900e-04
            2.537200            14.164600         -3.39000e-04         -8.56440e-03
            2.550800            14.241700         -3.10000e-05         -7.74800e-04
            2.564300            14.319200         -8.80000e-05         -2.17560e-03
            2.577800            14.396300         -4.31000e-04         -1.05418e-02
            2.591400            14.472000         -4.46000e-04         -1.07943e-02
            2.604900            14.545800         -1.50000e-04         -3.59380e-03
            2.618500            14.616900         -6.30000e-05         -1.49480e-03
            2.632000            14.685100          6.20000e-05          1.45740e-03
            2.645600            14.749800         -1.26000e-04         -2.93580e-03
            2.659100            14.810900          9.00000e-05          2.07970e-03
            2.672600            14.868000          1.19000e-04          2.72880e-03
            2.686200            14.917500         -9.50000e-05         -2.16400e-03
            2.699700            14.962700          1.61000e-04          3.64530e-03
            2.713300            15.003900         -1.66000e-04         -3.73830e-03
            2.726800            15.041200          1.03000e-04          2.30790e-03
            2.740400            15.075000          3.41000e-04          7.60610e-03
            2.753900            15.105500          1.30000e-05          2.89000e-04
            2.767500            15.133000          3.55000e-04          7.85820e-03
            2.781000            15.157900          1.60000e-05          3.53000e-04
            2.794500            15.180200          5.66000e-04          1.24504e-02
            2.808100            15.200300          6.98000e-04          1.53138e-02
            2.821600            15.218300         -5.10000e-05         -1.11600e-03
            2.835200            15.234400          2.36000e-04          5.15500e-03
            2.848700            15.248600          6.10000e-05          1.33000e-03
            2.862300            15.261000          6.45000e-04          1.40390e-02
            2.875800            15.271500          1.60700e-03          3.49290e-02
            2.889300            15.280200          2.30000e-03          4.99340e-02
            2.902900            15.287000          2.61700e-03          5.67700e-02
            2.916400            15.291900         -1.40000e-04         -3.04000e-03
            2.930000            15.294900         -2.09300e-03         -4.53500e-02
            2.943500            15.296000         -2.58200e-03         -5.59410e-02
            2.976000            15.302100          4.15000e-04          8.99000e-03
            3.008500            15.320400          1.27900e-03          2.76220e-02
            3.040900            15.350900         -4.50000e-04         -9.68000e-03
            3.073400            15.393500         -2.16000e-04         -4.62070e-03
            3.105900            15.448000          4.70000e-05          9.98300e-04
            3.138400            15.514300         -9.00000e-06         -1.89540e-04
            3.170800            15.592200         -2.30000e-05         -4.79560e-04
            3.203300            15.681300         -1.60000e-05         -3.29830e-04
            3.235800            15.781600         -3.00000e-06         -6.10600e-05
            3.268300            15.893000         -6.00000e-06         -1.20420e-04
            3.300700            16.015900          0.00000e+00          0.00000e+00
            3.333200            16.152000         -1.70000e-05         -3.30320e-04
            3.365700            16.302700         -9.00000e-05         -1.71652e-03
            3.398100            16.378700          2.40000e-05          4.53600e-04
            3.430600            16.387500         -1.29400e-03         -2.44248e-02
            3.463100            16.410500          1.30000e-04          2.44700e-03
            3.495600            16.592800         -1.45000e-04         -2.66972e-03
            3.528000            16.776300         -1.88000e-04         -3.38610e-03
            3.560500            16.941000         -9.90000e-05         -1.74850e-03
            3.593000            17.096100         -2.60000e-05         -4.51000e-04
            3.625500            17.243100         -1.08000e-04         -1.84130e-03
            3.657900            16.913900          1.65000e-04          2.92300e-03
            3.690400            16.649200         -1.48300e-03         -2.71200e-02
            3.722900            16.711200          2.03000e-04          3.68400e-03
            3.755400            16.807000         -2.58000e-03         -4.62990e-02
            3.787800            16.916000          1.51100e-03          2.67666e-02
            3.820300            17.035300          2.61800e-03          4.57297e-02
            3.852800            17.162700          1.60000e-03          2.75341e-02
            3.885200            17.290600          3.32000e-04          5.62940e-03
            3.917700            17.111100          1.60000e-05          2.77010e-04
            3.950200            16.792000         -1.11000e-04         -1.99550e-03
            3.982700            16.447600         -9.00000e-06         -1.68600e-04
            4.015100            16.094300         -7.48000e-04         -1.46387e-02
            4.047600            15.744500         -7.90000e-04         -1.61549e-02
            4.080100            15.407700         -2.19000e-04         -4.67630e-03
            4.112600            15.091300          5.70000e-05          1.26860e-03
            4.145000            14.800200         -3.32700e-03         -7.69930e-02
            4.177500            14.536100         -8.23000e-04         -1.97430e-02
            4.210000            14.297900         -1.68800e-03         -4.18558e-02
            4.242400            14.082000          6.70000e-05          1.71270e-03

            0.000000            15.296000         -2.58200e-03         -5.59410e-02
            0.025000            15.301000         -1.79900e-03         -3.89500e-02
            0.049900            15.315800          8.98000e-04          1.94010e-02
            0.074900            15.340200          7.05000e-04          1.51860e-02
            0.099800            15.374200          5.02000e-04          1.07660e-02
            0.124800            15.417400          5.27000e-04          1.12380e-02
            0.149800            15.469600          2.69000e-04          5.69800e-03
            0.174700            15.530300          2.16000e-04          4.54000e-03
            0.199700            15.599200          8.99000e-04          1.87275e-02
            0.224600            15.675700          4.98000e-04          1.02731e-02
            0.249600            15.759400          3.24000e-04          6.61300e-03
            0.274600            15.849500          8.80000e-05          1.77600e-03
            0.299500            15.945700          2.39000e-04          4.76460e-03
            0.324500            16.047300          1.44000e-04          2.83500e-03
            0.349400            16.154000          6.98000e-04          1.35594e-02
            0.374400            16.265100          5.96000e-04          1.14200e-02
            0.399300            16.380500         -1.05100e-03         -1.98560e-02
            0.424300            16.499500         -3.10000e-05         -5.77000e-04
            0.449300            16.622100         -1.30000e-05         -2.38900e-04
            0.474200            16.747900         -5.36000e-04         -9.68660e-03
            0.499200            16.876600         -1.94000e-04         -3.45280e-03
            0.524100            17.008000         -3.68000e-04         -6.44860e-03
            0.549100            17.141700         -2.60000e-05         -4.48600e-04
            0.574100            17.277400         -9.30000e-05         -1.57930e-03
            0.599000            17.414600         -8.00000e-06         -1.33700e-04
            0.624000            17.553000         -2.60000e-05         -4.27700e-04
            0.648900            17.691800          3.02000e-04          4.89090e-03
            0.673900            17.830500          7.20000e-05          1.14800e-03
            0.698900            17.968400          5.00000e-05          7.85000e-04
            0.723800            18.104900         -2.00000e-06         -3.09000e-05
            0.748800            18.239100         -1.37400e-03         -2.09370e-02
            0.773700            18.370500         -1.50900e-03         -2.26660e-02
            0.798700            18.498200          1.05600e-03          1.56437e-02
            0.823700            18.621600          3.40000e-04          4.97000e-03
            0.848600            18.740000         -7.90000e-05         -1.14100e-03
            0.873600            18.852800          2.99000e-04          4.26410e-03
            0.898500            18.959300          3.67000e-04          5.17550e-03
            0.923500            19.059000          1.89000e-04          2.63750e-03
            0.948400            19.152100          1.43000e-04          1.97620e-03
            0.973400            19.238800          5.40000e-05          7.39600e-04
            0.998400            19.320100          3.56000e-04          4.83462e-03
            1.007800            19.330500          2.45000e-04          3.32360e-03
            1.017200            19.341800          1.42000e-04          1.92410e-03
            1.026600            19.353900          1.89000e-04          2.55770e-03
            1.036000            19.366600         -5.00000e-06         -6.76000e-05
            1.045400            19.379700          2.20000e-05          2.96900e-04
            1.054800            19.393200         -2.60000e-05         -3.50400e-04
            1.064300            19.406800          1.41000e-04          1.89772e-03
            1.073700            19.420400          8.40000e-05          1.12901e-03
            1.083100            19.434000          8.70000e-05          1.16770e-03
            1.092500            19.447300          1.95000e-04          2.61364e-03
            1.101900            19.460400          1.24000e-04          1.65977e-03
            1.111300            19.473000         -1.07000e-04         -1.43040e-03
            1.120700            19.485200          5.80000e-05          7.74380e-04
            1.130200            19.496900          6.20000e-05          8.26800e-04
            1.139600            19.507900         -5.20000e-05         -6.92700e-04
            1.149000            19.518400          3.70000e-05          4.92400e-04
            1.158400            19.528200          1.08000e-04          1.43562e-03
            1.167800            19.537400          6.30000e-05          8.36660e-04
            1.177200            19.545800         -3.00000e-06         -3.98000e-05
            1.186600            19.553500         -2.80000e-05         -3.71220e-04
            1.196000            19.560500          3.40000e-05          4.50448e-04
            1.205500            19.566800          2.50000e-05          3.31000e-04
            1.214900            19.572300          1.80000e-05          2.38184e-04
            1.224300            19.577100          1.46000e-04          1.93110e-03
            1.233700            19.581200          2.94000e-04          3.88680e-03
            1.243100            19.579500          5.36000e-04          7.08748e-03
            1.252500            19.576500          5.09000e-04          6.73252e-03
            1.261900            19.574300          1.12100e-03          1.48303e-02
            1.271400            19.573000          2.09000e-04          2.76540e-03
            1.280800            19.572600          1.83000e-04          2.42149e-03
            1.287800            19.572800          6.50000e-04          8.60100e-03
            1.294900            19.573600          1.54600e-03          2.04549e-02
            1.302000            19.574800          5.52000e-04          7.30250e-03
            1.309000            19.576500          5.09000e-04          6.73252e-03
            1.316100            19.578700          3.00000e-04          3.96724e-03
            1.323100            19.581300          1.47000e-04          1.94340e-03
            1.330200            19.580200          2.55000e-04          3.37160e-03
            1.337300            19.577100          1.46000e-04          1.93110e-03
            1.344300            19.573600          7.00000e-06          9.26100e-05
            1.351400            19.569700          3.90000e-05          5.16210e-04
            1.358400            19.565300          2.90000e-05          3.84024e-04
            1.365500            19.560500          3.40000e-05          4.50448e-04
            1.372600            19.555300         -4.00000e-06         -5.30200e-05
            1.379600            19.549700         -5.30000e-05         -7.02900e-04
            1.386700            19.543700         -8.10000e-05         -1.07500e-03
            1.393700            19.537400          6.30000e-05          8.36660e-04
            1.400800            19.530600         -4.10000e-05         -5.44800e-04
            1.407900            19.523400          6.30000e-05          8.37830e-04
            1.414900            19.515800          3.30000e-05          4.39180e-04
            1.422000            19.507900         -5.20000e-05         -6.92700e-04
            1.429000            19.499700         -4.60000e-05         -6.13200e-04
            1.436100            19.491100          8.20000e-05          1.09410e-03
            1.443200            19.482200          3.60000e-05          4.80700e-04
            1.450200            19.473000         -1.07000e-04         -1.43040e-03
            1.457300            19.463600          1.11000e-04          1.48530e-03
            1.464300            19.453900          1.10000e-04          1.47333e-03
            1.471400            19.444000          1.80000e-04          2.41338e-03
            1.478500            19.434000          8.70000e-05          1.16770e-03
            1.485500            19.423800          9.90000e-05          1.33010e-03
            1.492600            19.413600          3.30000e-05          4.43900e-04
            1.499600            19.403400          8.30000e-05          1.11750e-03
            1.506700            19.393200         -2.60000e-05         -3.50400e-04
            1.513800            19.383100          5.10000e-05          6.88100e-04
            1.520800            19.373100         -1.15000e-04         -1.55320e-03
            1.527900            19.363300          9.10000e-05          1.23030e-03
            1.534900            19.353900          1.89000e-04          2.55770e-03
            1.542000            19.344800          2.24000e-04          3.03420e-03
            1.549100            19.336100          1.30000e-04          1.76250e-03
            1.556100            19.327800          3.22000e-04          4.36941e-03
            1.563200            19.320100          3.56000e-04          4.83462e-03
            1.584100            19.237200          2.98000e-04          4.08185e-03
            1.605100            19.143500         -8.25000e-04         -1.14112e-02
            1.626100            19.036700          3.07000e-04          4.29420e-03
            1.647000            18.915400          4.28000e-04          6.06370e-03
            1.668000            18.779800          4.66000e-04          6.69781e-03
            1.689000            18.630700          7.66000e-04          1.11870e-02
            1.709900            18.469600          3.40000e-05          5.05000e-04
            1.730900            18.298000         -1.57800e-03         -2.38910e-02
            1.751900            18.117400         -2.65700e-03         -4.10330e-02
            1.772800            17.981600          2.70000e-05          4.23300e-04
            1.793800            17.960500          5.34000e-04          8.39140e-03
            1.814800            17.916200         -8.39000e-04         -1.32500e-02
            1.835700            17.848600         -1.22800e-03         -1.95390e-02
            1.856700            17.758500          2.40000e-04          3.85730e-03
            1.877700            17.647000          5.62000e-04          9.14840e-03
            1.898600            17.515800         -1.38600e-03         -2.28995e-02
            1.919600            17.367100          2.76000e-04          4.63860e-03
            1.940500            17.203400          1.16000e-04          1.98690e-03
            1.961500            17.027400         -1.13000e-04         -1.97570e-03
            1.982500            16.841900         -2.37000e-04         -4.23550e-03
            2.003400            16.649900         -9.60000e-05         -1.75550e-03
            2.024400            16.454100          1.00000e-05          1.87260e-04
            2.045400            16.257600         -8.00000e-06         -1.53400e-04
            2.066300            16.062900         -1.84000e-04         -3.61490e-03
            2.087300            15.872900         -1.29000e-04         -2.59540e-03
            2.108300            15.689700         -4.80000e-05         -9.88500e-04
            2.129200            15.515600         -2.36000e-04         -4.96940e-03
            2.150200            15.352400         -4.91000e-04         -1.05600e-02
            2.171200            15.201400         -1.21000e-03         -2.65430e-02
            2.192100            15.063800         -7.95000e-04         -1.77590e-02
            2.213100            14.940100          6.70000e-05          1.52100e-03
            2.234100            14.830700          7.20000e-05          1.66000e-03
            2.255000            14.735600         -5.57000e-04         -1.30030e-02
            2.276000            14.654500         -6.57000e-04         -1.55080e-02
            2.297000            14.587100          9.79000e-04          2.33220e-02
            2.317900            14.532800         -4.86000e-04         -1.16650e-02
            2.338900            14.491200          6.03000e-04          1.45550e-02
            2.359800            14.461800         -2.88300e-03         -6.98810e-02
            2.380800            14.444400          5.37000e-04          1.30470e-02
            2.401800            14.438600         -8.62000e-04         -2.09590e-02
            2.415300            14.146700         -4.65500e-03         -1.17904e-01
            2.428900            13.849200         -2.35900e-03         -6.23430e-02
            2.442400            13.740600         -4.00000e-05         -1.07400e-03
            2.456000            13.780000         -8.40000e-05         -2.24240e-03
            2.469500            13.828800         -1.73000e-04         -4.58570e-03
            2.483000            13.885700         -1.18000e-04         -3.10220e-03
            2.496600            13.949400         -1.74000e-04         -4.53280e-03
            2.510100            14.018800         -9.60000e-05         -2.47620e-03
            2.523700            14.092700         -1.10000e-05         -2.80800e-04
            2.537200            14.169700         -3.39000e-04         -8.55890e-03
            2.550800            14.248300         -3.10000e-05         -7.74000e-04
            2.564300            14.327400         -8.80000e-05         -2.17310e-03
            2.577800            14.405700         -4.31000e-04         -1.05279e-02
            2.591400            14.482200         -4.46000e-04         -1.07791e-02
            2.604900            14.556000         -1.50000e-04         -3.58870e-03
            2.618500            14.626600         -6.30000e-05         -1.49280e-03
            2.632000            14.693300          6.20000e-05          1.45570e-03
            2.645600            14.755900         -1.26000e-04         -2.93340e-03
            2.659100            14.814200          9.00000e-05          2.07880e-03
            2.672600            14.868000          1.19000e-04          2.72880e-03
            2.686200            14.921200         -9.50000e-05         -2.16290e-03
            2.699700            14.970200          1.61000e-04          3.64160e-03
            2.713300            15.015100         -1.66000e-04         -3.73200e-03
            2.726800            15.056000          2.00000e-05          4.47000e-04
            2.740400            15.092900          3.98000e-04          8.85670e-03
            2.753900            15.125800          2.50000e-04          5.53900e-03
            2.767500            15.155100          3.38000e-04          7.46020e-03
            2.781000            15.180800         -1.06000e-04         -2.33200e-03
            2.794500            15.203200          6.18000e-04          1.35534e-02
            2.808100            15.222500          7.98000e-04          1.74569e-02
            2.821600            15.238900          1.90000e-05          4.14000e-04
            2.835200            15.252700          4.44000e-04          9.67400e-03
            2.848700            15.264100          2.93000e-04          6.37500e-03
            2.862300            15.273400          6.45000e-04          1.40160e-02
            2.875800            15.280800          1.60700e-03          3.48870e-02
            2.889300            15.286600          2.30000e-03          4.98930e-02
            2.902900            15.290900          2.61700e-03          5.67320e-02
            2.916400            15.293800         -1.40000e-04         -3.03000e-03
            2.930000            15.295500         -2.09300e-03         -4.53500e-02
            2.943500            15.296000         -2.58200e-03         -5.59410e-02
            2.976000            15.311200          4.15000e-04          8.98000e-03
            3.008500            15.356100          9.35000e-04          2.01000e-02
            3.040900            15.428300         -7.05000e-04         -1.50140e-02
            3.073400            15.523900         -9.80000e-05         -2.06130e-03
            3.105900            15.637400         -6.30000e-05         -1.30590e-03
            3.138400            15.762200         -1.80000e-05         -3.67290e-04
            3.170800            15.890700         -3.20000e-05         -6.42390e-04
            3.203300            16.015100         -2.40000e-05         -4.74330e-04
            3.235800            16.127600         -1.80000e-05         -3.50810e-04
            3.268300            16.222100         -2.60000e-05         -5.00820e-04
            3.300700            16.294800          0.00000e+00          0.00000e+00
            3.333200            16.345400         -8.00000e-05         -1.51780e-03
            3.365700            16.380800         -1.35000e-04         -2.55030e-03
            3.398100            16.514600          1.00000e-06          1.85900e-05
            3.430600            16.805200         -3.20000e-05         -5.74400e-04
            3.463100            17.270900          2.60000e-05          4.41890e-04
            3.495600            17.826700         -2.40000e-04         -3.82830e-03
            3.528000            18.275000         -2.59000e-04         -3.93110e-03
            3.560500            17.978700         -3.94000e-04         -6.17910e-03
            3.593000            17.649000         -2.30000e-04         -3.74300e-03
            3.625500            17.292400         -1.38000e-04         -2.33970e-03
            3.657900            17.385500         -1.78000e-04         -2.98520e-03
            3.690400            17.515500         -1.38000e-04         -2.28010e-03
            3.722900            17.628200         -2.50000e-05         -4.07800e-04
            3.755400            17.712100         -8.50000e-05         -1.37340e-03
            3.787800            17.749700          6.50000e-05          1.04585e-03
            3.820300            17.718200          1.18000e-04          1.90535e-03
            3.852800            17.599400          1.47000e-04          2.40575e-03
            3.885200            17.399400         -5.00000e-06         -8.37000e-05
            3.917700            17.443600          1.58000e-04          2.63210e-03
            3.950200            17.586700         -2.36000e-04         -3.86790e-03
            3.982700            17.733800          9.50000e-05          1.53120e-03
            4.015100            17.882300          8.08000e-04          1.28081e-02
            4.047600            18.030800          5.50000e-04          8.57510e-03
            4.080100            18.177700          4.63000e-04          7.10300e-03
            4.112600            18.321300          1.22400e-03          1.84841e-02
            4.145000            18.460100         -3.68000e-04         -5.47400e-03
            4.177500            18.592300          1.75000e-04          2.56600e-03
            4.210000            18.716400         -2.43800e-03         -3.52790e-02
            4.242400            18.830600         -1.08000e-03         -1.54394e-02

            0.000000            20.497500         -2.70000e-05         -3.25760e-04
            0.025000            20.487400         -9.42600e-03         -1.13840e-01
            0.049900            20.457600         -5.90200e-03         -7.14900e-02
            0.074900            20.409000         -5.53900e-03         -6.74100e-02
            0.099800            20.343100         -2.30700e-03         -2.82580e-02
            0.124800            20.262200          1.23000e-04          1.51900e-03
            0.149800            20.168800         -2.23600e-03         -2.78630e-02
            0.174700            20.065900         -1.19700e-03         -1.50700e-02
            0.199700            19.956900         -9.87000e-04         -1.25620e-02
            0.224600            19.845200         -9.95000e-04         -1.28070e-02
            0.249600            19.734300         -1.74200e-03         -2.26750e-02
            0.274600            19.627300         -5.18000e-04         -6.81600e-03
            0.299500            19.527000         -7.41000e-04         -9.85100e-03
            0.324500            19.435500         -1.02000e-04         -1.36900e-03
            0.349400            19.354100         -4.81000e-04         -6.50900e-03
            0.374400            19.283400         -2.96000e-04         -4.03500e-03
            0.399300            19.223300         -1.37700e-03         -1.88890e-02
            0.424300            19.172900          4.43000e-04          6.10900e-03
            0.449300            19.131400          2.84000e-04          3.93300e-03
            0.474200            19.097500         -3.30000e-04         -4.58600e-03
            0.499200            19.070400          2.51000e-04          3.49850e-03
            0.524100            19.049500          1.85000e-04          2.58420e-03
            0.549100            19.034800          2.38000e-04          3.32970e-03
            0.574100            19.027000          1.73000e-04          2.42230e-03
            0.599000            19.027900          7.10000e-05          9.94100e-04
            0.624000            19.040300          1.21000e-04          1.69190e-03
            0.648900            19.068100          1.65000e-04          2.30040e-03
            0.673900            19.115400          1.38000e-04          1.91441e-03
            0.698900            19.184500          9.30000e-05          1.28094e-03
            0.723800            19.273500          3.80000e-05          5.18550e-04
            0.748800            19.375400          8.00000e-05          1.08023e-03
            0.773700            19.480900          9.60000e-05          1.28230e-03
            0.798700            19.581000          1.12000e-04          1.48069e-03
            0.823700            19.669300          1.74000e-04          2.27982e-03
            0.848600            19.741600          2.52000e-04          3.27764e-03
            0.873600            19.795700          1.42000e-04          1.83690e-03
            0.898500            19.831000          2.42000e-04          3.11927e-03
            0.923500            19.847700          2.47000e-04          3.17840e-03
            0.948400            19.846800          7.35000e-04          9.45860e-03
            0.973400            19.829300          5.33000e-04          6.87100e-03
            0.998400            19.796800          4.81000e-04          6.22090e-03
