  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.5914     9.9135      6.9400e-04           2.3957e-01      3.5796e-02
    2.6049     9.5605      2.7310e-03           2.3444e-01      1.5146e-01
    2.6185     9.2044      1.1370e-03           2.3014e-01      6.8030e-02
    2.6320     8.8452      1.6360e-03           2.2549e-01      1.0600e-01
    2.6456     8.4830      8.4300e-04           2.2165e-01      5.9383e-02
    2.6591     8.1181      1.0850e-03           2.1742e-01      8.3455e-02
    2.6726     7.7503      5.7100e-04           2.1398e-01      4.8187e-02
    2.6862     7.3800      2.2710e-03           2.1027e-01      2.1137e-01
    2.6997     7.0071      2.6100e-04           2.0733e-01      2.6946e-02
    2.7133     6.6319      1.2080e-03           2.0426e-01      1.3923e-01
    2.7268     6.2543      3.2300e-04           2.0215e-01      4.1858e-02
    2.7404     5.8746      1.2470e-03           2.0021e-01      1.8316e-01
    2.7539     5.4928      4.9200e-04           1.9949e-01      8.2662e-02
    2.7675     5.1091      9.6200e-04           1.9939e-01      1.8682e-01
    2.7810     4.7236      6.1300e-04           2.0106e-01      1.3927e-01
    2.7945     4.3365      8.7100e-04           2.0413e-01      2.3478e-01
    2.8081     3.9478      3.4300e-04           2.0993e-01      1.1156e-01
    2.8216     3.5578      4.3300e-04           2.1848e-01      1.7340e-01
    2.8352     3.1667      3.3700e-04           2.3170e-01      1.7035e-01
    2.8487     2.7745      5.9500e-04           2.5063e-01      3.9181e-01
    2.8623     2.3816      3.2300e-04           2.7899e-01      2.8867e-01
    2.8758     1.9882      3.7100e-04           3.2108e-01      4.7576e-01
    2.8893     1.5947      2.2700e-04           3.8809e-01      4.5248e-01
    2.9029     1.2015      1.6500e-04           5.0184e-01      5.7938e-01
    2.9164     0.8099      7.6000e-05           7.3018e-01      5.8733e-01
    2.9300     0.4222      0.0000e+00           0.0000e+00      0.0000e+00
    2.9435     0.0000      0.0000e+00           0.0000e+00      0.0000e+00
    2.9760     1.2161      1.9000e-05           4.3692e-01      6.5125e-02
    3.0085     2.4267      8.0000e-06           2.3108e-01      6.8863e-03
    3.0409     3.6313      9.0000e-06           1.6846e-01      3.4598e-03
    3.0734     4.8260      1.1000e-05           1.4233e-01      2.3941e-03
    3.1059     6.0073      6.0000e-06           1.2965e-01      8.4280e-04
    3.1384     7.1716      4.0000e-06           1.2449e-01      3.9424e-04
    3.1708     8.3149      4.0000e-06           1.2286e-01      2.9328e-04
    3.2033     9.4331      2.0000e-06           1.2439e-01      1.1393e-04
    3.2358    10.5215      3.0000e-06           1.2732e-01      1.3737e-04
    3.2683    11.5751      1.0000e-06           1.3265e-01      3.7834e-05
    3.3007    12.5875      2.0000e-06           1.3899e-01      6.3985e-05
    3.3332    13.5504      3.0000e-06           1.4787e-01      8.2822e-05
    3.3657    14.4506      4.0000e-06           1.5852e-01      9.7100e-05
    3.3981    15.2611      4.0000e-06           1.7486e-01      8.7060e-05
    3.4306    15.9136      8.0000e-05           2.0590e-01      1.6013e-03
    3.4631    16.3056      5.9000e-05           2.9971e-01      1.1249e-03
    3.4956    16.3730      5.6600e-04           4.2739e-01      1.0703e-02
    3.5280    16.3850      2.8770e-03           4.3552e-01      5.4322e-02
    3.5605    16.4039      2.0200e-03           4.3771e-01      3.8053e-02
    3.5930    16.4344      6.5100e-04           4.4102e-01      1.2218e-02
    3.6255    16.4774      2.0090e-03           4.4065e-01      3.7509e-02
    3.6579    16.5295      2.7650e-03           4.3127e-01      5.1299e-02
    3.6904    16.4652      9.1100e-04           3.4323e-01      1.7034e-02
    3.7229    16.0755      3.4700e-04           3.8119e-01      6.8066e-03
    3.7554    15.6592      6.9500e-04           4.0022e-01      1.4367e-02
    3.7878    15.2425      7.9000e-05           4.1966e-01      1.7236e-03
    3.8203    14.8347      8.8000e-05           4.3700e-01      2.0270e-03
    3.8528    14.4441      2.7000e-05           4.5915e-01      6.5601e-04
    3.8852    14.0796      5.9000e-05           4.7959e-01      1.5087e-03
    3.9177    13.7514      1.5000e-05           5.0583e-01      4.0209e-04
    3.9502    13.4723      4.6000e-05           5.3136e-01      1.2847e-03
    3.9827    13.2614      2.6000e-05           5.6767e-01      7.4942e-04
    4.0151    13.1451      2.2400e-04           6.0006e-01      6.5713e-03
    4.0476    13.1376      9.2000e-05           6.3717e-01      2.7020e-03
    4.0801    13.2238      1.7300e-04           6.5058e-01      5.0149e-03
    4.1126    13.3621      7.2000e-05           6.5812e-01      2.0442e-03
    4.1450    13.5238      2.1800e-04           6.5539e-01      6.0421e-03
    4.1775    13.6982      1.9900e-04           6.5819e-01      5.3760e-03
    4.2100    13.8835      3.4100e-04           6.5299e-01      8.9678e-03
    4.2424    14.0820      6.0000e-05           6.5260e-01      1.5337e-03

    0.0000    15.2960      3.2550e-03           3.4296e-01      7.0522e-02
    0.0250    15.2984      7.5890e-03           3.3866e-01      1.6437e-01
    0.0499    15.3057      3.9440e-03           3.3429e-01      8.5342e-02
    0.0749    15.3168      1.6260e-03           3.3006e-01      3.5133e-02
    0.0998    15.3301      1.3380e-03           3.2560e-01      2.8860e-02
    0.1248    15.3435      1.1110e-03           3.2073e-01      2.3922e-02
    0.1498    15.3546      5.2900e-04           3.1657e-01      1.1374e-02
    0.1747    15.3604      7.8100e-04           3.1271e-01      1.6779e-02
    0.1997    15.3581      5.3000e-04           3.0949e-01      1.1390e-02
    0.2246    15.3450      4.1900e-04           3.0690e-01      9.0201e-03
    0.2496    15.3185      4.5500e-04           3.0498e-01      9.8290e-03
    0.2746    15.2768      5.6400e-04           3.0440e-01      1.2250e-02
    0.2995    15.2194      6.4800e-04           3.0322e-01      1.4181e-02
    0.3245    15.1470      1.4130e-03           3.0256e-01      3.1219e-02
    0.3494    15.0629      9.4700e-04           3.0070e-01      2.1157e-02
    0.3744    14.9739      1.6940e-03           2.9672e-01      3.8298e-02
    0.3993    14.8925      1.1720e-03           2.8894e-01      2.6787e-02
    0.4243    14.8418      9.1100e-04           2.7500e-01      2.0964e-02
    0.4493    14.8597      9.8600e-04           2.5471e-01      2.2635e-02
    0.4742    14.9901      7.1100e-04           2.3503e-01      1.6039e-02
    0.4992    15.2434      3.3900e-04           2.2778e-01      7.3955e-03
    0.5241    15.5800      7.2300e-04           2.3384e-01      1.5098e-02
    0.5491    15.9509      3.2400e-04           2.4812e-01      6.4551e-03
    0.5741    16.3227      2.2300e-04           2.6570e-01      4.2428e-03
    0.5990    16.6753      1.8000e-04           2.8585e-01      3.2814e-03
    0.6240    16.9956      1.3800e-04           3.0872e-01      2.4218e-03
    0.6489    17.2735      7.2000e-05           3.3329e-01      1.2232e-03
    0.6739    17.5009      3.3000e-05           3.5954e-01      5.4616e-04
    0.6989    17.6729      3.7000e-05           3.8466e-01      6.0050e-04
    0.7238    17.7899      3.5000e-05           4.0584e-01      5.6060e-04
    0.7488    17.8576      4.1000e-05           4.2179e-01      6.5173e-04
    0.7737    17.8847      5.5000e-05           4.3171e-01      8.7162e-04
    0.7987    17.8795      1.2800e-04           4.3710e-01      2.0297e-03
    0.8237    17.8486      1.5000e-05           4.3967e-01      2.3868e-04
    0.8486    17.7960      1.0000e-04           4.3867e-01      1.6006e-03
    0.8736    17.7240      1.3600e-04           4.3596e-01      2.1946e-03
    0.8985    17.6640      1.1000e-04           2.8712e-01      1.7871e-03
    0.9235    17.9084      1.8300e-04           2.9768e-01      2.8925e-03
    0.9484    18.1157      2.8400e-04           3.0697e-01      4.3867e-03
    0.9734    18.2809      6.0600e-04           3.1270e-01      9.1919e-03
    0.9984    18.3994      1.1300e-04           3.1343e-01      1.6920e-03
    1.0078    18.4103      4.5200e-04           3.1299e-01      6.7600e-03
    1.0172    18.4192      2.5900e-04           3.1208e-01      3.8698e-03
    1.0266    18.4262      1.5000e-04           3.1090e-01      2.2395e-03
    1.0360    18.4316      6.7000e-04           3.0935e-01      9.9972e-03
    1.0454    18.4355      5.6100e-04           3.0757e-01      8.3673e-03
    1.0548    18.4381      3.7600e-04           3.0548e-01      5.6064e-03
    1.0643    18.4395      6.6900e-04           3.0375e-01      9.9737e-03
    1.0737    18.4399      4.9700e-04           3.0156e-01      7.4092e-03
    1.0831    18.4395      4.8400e-04           2.9942e-01      7.2157e-03
    1.0925    18.4383      5.7600e-04           2.9716e-01      8.5884e-03
    1.1019    18.4366      6.5100e-04           2.9506e-01      9.7084e-03
    1.1113    18.4344      1.0310e-03           2.9267e-01      1.5379e-02
    1.1207    18.4318      6.8500e-04           2.9091e-01      1.0221e-02
    1.1302    18.4289      7.5200e-04           2.8894e-01      1.1224e-02
    1.1396    18.4258      9.1900e-04           2.8669e-01      1.3721e-02
    1.1490    18.4226      6.2200e-04           2.8505e-01      9.2901e-03
    1.1584    18.4194      1.0390e-03           2.8352e-01      1.5524e-02
    1.1678    18.4161      5.3500e-04           2.8198e-01      7.9963e-03
    1.1772    18.4130      1.1010e-03           2.8047e-01      1.6461e-02
    1.1866    18.4099      4.1600e-04           2.7913e-01      6.2219e-03
    1.1960    18.4071      6.9000e-05           2.7802e-01      1.0323e-03
    1.2055    18.4044      2.0000e-05           2.7677e-01      2.9931e-04
    1.2149    18.4019      4.4000e-05           2.7582e-01      6.5865e-04
    1.2243    18.3997      3.3000e-05           2.7505e-01      4.9411e-04
    1.2337    18.3979      8.6000e-05           2.7415e-01      1.2879e-03
    1.2431    18.3963      2.4400e-04           2.7360e-01      3.6548e-03
    1.2525    18.3950      1.3500e-04           2.7304e-01      2.0224e-03
    1.2619    18.3941      1.5000e-05           2.7267e-01      2.2473e-04
    1.2714    18.3936      3.8000e-05           2.7259e-01      5.6935e-04
    1.2808    18.3934      5.8000e-05           2.7268e-01      8.6903e-04
    1.2878    18.3935      1.1000e-05           2.7271e-01      1.6481e-04
    1.2949    18.3938      4.6000e-05           2.7250e-01      6.8920e-04
    1.3020    18.3943      5.4000e-05           2.7278e-01      8.0902e-04
    1.3090    18.3950      1.3500e-04           2.7304e-01      2.0224e-03
    1.3161    18.3959      1.8800e-04           2.7342e-01      2.8161e-03
    1.3231    18.3970      2.1500e-04           2.7385e-01      3.2201e-03
    1.3302    18.3983      5.2000e-05           2.7432e-01      7.7871e-04
    1.3373    18.3997      3.3000e-05           2.7505e-01      4.9411e-04
    1.3443    18.4014      3.8200e-04           2.7558e-01      5.7186e-03
    1.3514    18.4031      7.8000e-05           2.7620e-01      1.1675e-03
    1.3584    18.4050      1.6000e-05           2.7693e-01      2.3943e-04
    1.3655    18.4071      6.9000e-05           2.7802e-01      1.0323e-03
    1.3726    18.4092      2.2000e-04           2.7882e-01      3.2907e-03
    1.3796    18.4114      9.4200e-04           2.7976e-01      1.4087e-02
    1.3867    18.4138      2.3080e-03           2.8075e-01      3.4505e-02
    1.3937    18.4161      5.3500e-04           2.8198e-01      7.9963e-03
    1.4008    18.4186      1.3540e-03           2.8306e-01      2.0232e-02
    1.4079    18.4210      4.6000e-04           2.8430e-01      6.8717e-03
    1.4149    18.4234      5.2700e-04           2.8542e-01      7.8705e-03
    1.4220    18.4258      9.1900e-04           2.8669e-01      1.3721e-02
    1.4290    18.4281      8.5600e-04           2.8837e-01      1.2777e-02
    1.4361    18.4303      6.4500e-04           2.8999e-01      9.6255e-03
    1.4432    18.4324      1.3130e-03           2.9143e-01      1.9590e-02
    1.4502    18.4344      1.0310e-03           2.9267e-01      1.5379e-02
    1.4573    18.4361      8.5600e-04           2.9450e-01      1.2766e-02
    1.4643    18.4375      6.7900e-04           2.9595e-01      1.0125e-02
    1.4714    18.4387      5.7800e-04           2.9754e-01      8.6178e-03
    1.4785    18.4395      4.8400e-04           2.9942e-01      7.2157e-03
    1.4855    18.4399      4.6200e-04           3.0099e-01      6.8874e-03
    1.4926    18.4398      1.3680e-03           3.0271e-01      2.0394e-02
    1.4996    18.4392      2.1500e-04           3.0409e-01      3.2054e-03
    1.5067    18.4381      3.7600e-04           3.0548e-01      5.6064e-03
    1.5138    18.4363      3.0800e-04           3.0711e-01      4.5934e-03
    1.5208    18.4337      8.3600e-04           3.0847e-01      1.2471e-02
    1.5279    18.4304      1.1310e-03           3.0969e-01      1.6878e-02
    1.5349    18.4262      1.5000e-04           3.1090e-01      2.2395e-03
    1.5420    18.4211      1.8000e-04           3.1179e-01      2.6889e-03
    1.5491    18.4150      2.9200e-04           3.1258e-01      4.3649e-03
    1.5561    18.4078      2.2300e-04           3.1309e-01      3.3360e-03
    1.5632    18.3994      1.1300e-04           3.1343e-01      1.6920e-03
    1.5841    18.2831      3.4300e-04           3.1334e-01      5.2015e-03
    1.6051    18.1258      1.1210e-03           3.0926e-01      1.7296e-02
    1.6261    17.9337      9.9100e-04           3.0277e-01      1.5619e-02
    1.6470    17.7123      2.5500e-04           2.9575e-01      4.1202e-03
    1.6680    17.7627      2.2000e-05           4.4290e-01      3.5346e-04
    1.6890    17.8467      1.0000e-05           4.4767e-01      1.5915e-04
    1.7099    17.9115      1.3800e-04           4.5121e-01      2.1804e-03
    1.7309    17.9562      1.4100e-04           4.5185e-01      2.2168e-03
    1.7519    17.9799      2.7000e-05           4.4969e-01      4.2337e-04
    1.7728    17.9292      3.5100e-04           2.0864e-01      5.5350e-03
    1.7938    17.7351      1.0570e-03           2.0516e-01      1.7035e-02
    1.8148    17.5362      7.2300e-04           2.0127e-01      1.1918e-02
    1.8357    17.3338      4.1270e-03           1.9690e-01      6.9627e-02
    1.8567    17.1291      8.0900e-04           1.9218e-01      1.3977e-02
    1.8777    16.9232      1.0580e-03           1.8726e-01      1.8726e-02
    1.8986    16.7172      9.0600e-04           1.8237e-01      1.6434e-02
    1.9196    16.5120      5.2400e-04           1.7741e-01      9.7423e-03
    1.9405    16.3086      9.9000e-05           1.7246e-01      1.8868e-03
    1.9615    16.1079      3.7000e-05           1.6741e-01      7.2286e-04
    1.9825    15.9107      8.2000e-05           1.6238e-01      1.6420e-03
    2.0034    15.7179      3.0900e-04           1.5763e-01      6.3402e-03
    2.0244    15.5302      7.7000e-05           1.5295e-01      1.6183e-03
    2.0454    15.3484      4.7500e-04           1.4847e-01      1.0221e-02
    2.0663    15.1732      1.8600e-04           1.4419e-01      4.0953e-03
    2.0873    15.0053      2.1700e-04           1.4004e-01      4.8854e-03
    2.1083    14.8452      1.0800e-04           1.3622e-01      2.4842e-03
    2.1292    14.6935      8.8000e-05           1.3262e-01      2.0662e-03
    2.1502    14.5509      8.4000e-05           1.2923e-01      2.0111e-03
    2.1712    14.4178      1.1100e-04           1.2599e-01      2.7068e-03
    2.1921    14.2947      2.0500e-04           1.2314e-01      5.0855e-03
    2.2131    14.1820      1.1400e-04           1.2053e-01      2.8732e-03
    2.2341    14.0801      3.3900e-04           1.1820e-01      8.6680e-03
    2.2550    13.9894      5.7000e-05           1.1595e-01      1.4764e-03
    2.2760    13.9101      9.8000e-05           1.1409e-01      2.5674e-03
    2.2970    13.8426      1.7100e-04           1.1262e-01      4.5237e-03
    2.3179    13.7870      1.3200e-04           1.1126e-01      3.5202e-03
    2.3389    13.7436      2.2200e-04           1.1031e-01      5.9577e-03
    2.3598    13.7125      1.9600e-04           1.0959e-01      5.2839e-03
    2.3808    13.6938      1.0900e-04           1.0925e-01      2.9465e-03
    2.4018    13.6876      1.2900e-04           1.0928e-01      3.4903e-03
    2.4153    13.6938      2.0600e-04           1.0965e-01      5.5686e-03
    2.4289    13.7116      1.8600e-04           1.1127e-01      5.0150e-03
    2.4424    13.7390      1.2300e-04           1.1352e-01      3.3031e-03
    2.4560    13.7778      1.6200e-04           1.1687e-01      4.3260e-03
    2.4695    13.8262      2.6000e-04           1.2077e-01      6.8944e-03
    2.4830    13.8829      1.9200e-04           1.2567e-01      5.0498e-03
    2.4966    13.9466      2.5800e-04           1.3087e-01      6.7238e-03
    2.5101    14.0158      1.8900e-04           1.3695e-01      4.8770e-03
    2.5237    14.0889      1.1900e-04           1.4311e-01      3.0389e-03
    2.5372    14.1646      4.7700e-04           1.5006e-01      1.2051e-02
    2.5508    14.2417      1.3600e-04           1.5689e-01      3.3990e-03
    2.5643    14.3192      2.4800e-04           1.6444e-01      6.1312e-03
    2.5778    14.3963      6.5400e-04           1.7172e-01      1.5996e-02
    2.5914    14.4720      6.1700e-04           1.7961e-01      1.4933e-02
    2.6049    14.5458      3.5500e-04           1.8712e-01      8.5052e-03
    2.6185    14.6169      1.6200e-04           1.9515e-01      3.8436e-03
    2.6320    14.6851      1.0400e-04           2.0275e-01      2.4446e-03
    2.6456    14.7498      2.8400e-04           2.1084e-01      6.6172e-03
    2.6591    14.8109      9.7000e-05           2.1841e-01      2.2415e-03
    2.6726    14.8680      1.4500e-04           2.2643e-01      3.3250e-03
    2.6862    14.9175      2.2700e-04           2.3392e-01      5.1709e-03
    2.6997    14.9627      1.1900e-04           2.4178e-01      2.6944e-03
    2.7133    15.0039      5.7500e-04           2.4908e-01      1.2948e-02
    2.7268    15.0412      3.3700e-04           2.5601e-01      7.5508e-03
    2.7404    15.0750      1.4700e-04           2.6296e-01      3.2789e-03
    2.7539    15.1055      5.4400e-04           2.7026e-01      1.2085e-02
    2.7675    15.1330      2.8700e-04           2.7700e-01      6.3528e-03
    2.7810    15.1579      7.4300e-04           2.8407e-01      1.6392e-02
    2.7945    15.1802      1.6800e-04           2.9056e-01      3.6956e-03
    2.8081    15.2003      4.4300e-04           2.9731e-01      9.7192e-03
    2.8216    15.2183      1.4400e-03           3.0341e-01      3.1518e-02
    2.8352    15.2344      1.0840e-03           3.0966e-01      2.3676e-02
    2.8487    15.2486      1.6410e-03           3.1520e-01      3.5775e-02
    2.8623    15.2610      1.7620e-03           3.2139e-01      3.8350e-02
    2.8758    15.2715      8.9900e-04           3.2605e-01      1.9540e-02
    2.8893    15.2802      1.7950e-03           3.3065e-01      3.8971e-02
    2.9029    15.2870      2.0400e-03           3.3437e-01      4.4250e-02
    2.9164    15.2919      5.5740e-03           3.3794e-01      1.2083e-01
    2.9300    15.2949      7.1390e-03           3.4057e-01      1.5469e-01
    2.9435    15.2960      3.2550e-03           3.4296e-01      7.0522e-02
    2.9760    15.3021      4.6970e-03           3.3787e-01      1.0168e-01
    3.0085    15.3204      1.1060e-03           3.3391e-01      2.3886e-02
    3.0409    15.3509      1.6250e-03           3.2891e-01      3.4956e-02
    3.0734    15.3935      3.9500e-04           3.2592e-01      8.4499e-03
    3.1059    15.4480      9.3000e-05           3.2194e-01      1.9755e-03
    3.1384    15.5143      3.6000e-05           3.1994e-01      7.5817e-04
    3.1708    15.5922      3.6000e-05           3.1698e-01      7.5062e-04
    3.2033    15.6813      2.3000e-05           3.1570e-01      4.7413e-04
    3.2358    15.7816      8.0000e-06           3.1326e-01      1.6282e-04
    3.2683    15.8930      1.1000e-05           3.1267e-01      2.2076e-04
    3.3007    16.0159      7.0000e-06           3.1119e-01      1.3833e-04
    3.3332    16.1520      2.8000e-05           3.1224e-01      5.4405e-04
    3.3657    16.3027      1.2000e-04           3.2364e-01      2.2887e-03
    3.3981    16.3787      9.0000e-05           4.1387e-01      1.7006e-03
    3.4306    16.3875      1.6060e-03           4.1933e-01      3.0314e-02
    3.4631    16.4105      1.6300e-04           3.7095e-01      3.0681e-03
    3.4956    16.5928      1.9500e-04           2.6630e-01      3.5903e-03
    3.5280    16.7763      2.8900e-04           2.7092e-01      5.2052e-03
    3.5605    16.9410      2.2800e-04           2.7199e-01      4.0270e-03
    3.5930    17.0961      2.2000e-04           2.7232e-01      3.8156e-03
    3.6255    17.2431      3.5900e-04           2.7309e-01      6.1206e-03
    3.6579    16.9139      5.7800e-04           4.0253e-01      1.0242e-02
    3.6904    16.6492      2.7410e-03           5.0541e-01      5.0125e-02
    3.7229    16.7112      1.4150e-03           4.8846e-01      2.5685e-02
    3.7554    16.8070      4.4100e-03           4.8814e-01      7.9139e-02
    3.7878    16.9160      2.7200e-04           4.9413e-01      4.8184e-03
    3.8203    17.0353      2.0600e-04           4.9879e-01      3.5983e-03
    3.8528    17.1627      2.8000e-05           5.0601e-01      4.8186e-04
    3.8852    17.2906      3.4600e-04           4.9686e-01      5.8666e-03
    3.9177    17.1111      4.0000e-05           4.0234e-01      6.9252e-04
    3.9502    16.7920      2.2400e-04           4.4381e-01      4.0269e-03
    3.9827    16.4476      1.4800e-04           4.8287e-01      2.7732e-03
    4.0151    16.0943      1.0610e-03           5.1355e-01      2.0764e-02
    4.0476    15.7445      1.1220e-03           5.4494e-01      2.2944e-02
    4.0801    15.4077      4.5600e-04           5.6930e-01      9.7369e-03
    4.1126    15.0913      1.9400e-04           5.9603e-01      4.3180e-03
    4.1450    14.8002      3.9350e-03           6.1349e-01      9.1063e-02
    4.1775    14.5361      1.3840e-03           6.3241e-01      3.3202e-02
    4.2100    14.2979      1.9620e-03           6.4115e-01      4.8650e-02
    4.2424    14.0820      6.0000e-05           6.5260e-01      1.5337e-03

    0.0000    15.2960      3.2550e-03           3.4296e-01      7.0522e-02
    0.0250    15.3010      7.5890e-03           3.3866e-01      1.6431e-01
    0.0499    15.3158      3.9440e-03           3.3429e-01      8.5229e-02
    0.0749    15.3402      1.7020e-03           3.2907e-01      3.6663e-02
    0.0998    15.3742      1.9510e-03           3.2389e-01      4.1841e-02
    0.1248    15.4174      1.1000e-03           3.1831e-01      2.3459e-02
    0.1498    15.4696      1.0730e-03           3.1308e-01      2.2729e-02
    0.1747    15.5303      6.7200e-04           3.0779e-01      1.4123e-02
    0.1997    15.5992      4.2500e-04           3.0266e-01      8.8535e-03
    0.2246    15.6757      3.4800e-04           2.9758e-01      7.1789e-03
    0.2496    15.7594      6.2500e-04           2.9280e-01      1.2756e-02
    0.2746    15.8495      8.4600e-04           2.8879e-01      1.7071e-02
    0.2995    15.9457      4.1700e-04           2.8435e-01      8.3134e-03
    0.3245    16.0473      6.2700e-04           2.8029e-01      1.2342e-02
    0.3494    16.1540      3.0000e-04           2.7659e-01      5.8276e-03
    0.3744    16.2651      5.8700e-04           2.7278e-01      1.1247e-02
    0.3993    16.3805      2.2150e-03           2.6948e-01      4.1846e-02
    0.4243    16.4995      9.0100e-04           2.6635e-01      1.6777e-02
    0.4493    16.6221      5.4700e-04           2.6332e-01      1.0036e-02
    0.4742    16.7479      1.0410e-03           2.6086e-01      1.8813e-02
    0.4992    16.8766      5.4700e-04           2.5824e-01      9.7353e-03
    0.5241    17.0080      7.8900e-04           2.5605e-01      1.3826e-02
    0.5491    17.1417      3.0900e-04           2.5467e-01      5.3307e-03
    0.5741    17.2774      4.3800e-04           2.5271e-01      7.4379e-03
    0.5990    17.4146      2.6900e-04           2.5110e-01      4.4963e-03
    0.6240    17.5530      3.3700e-04           2.4983e-01      5.5444e-03
    0.6489    17.6918      8.3000e-05           2.4853e-01      1.3442e-03
    0.6739    17.8305      2.3800e-04           2.4757e-01      3.7947e-03
    0.6989    17.9684      4.0300e-04           2.4658e-01      6.3273e-03
    0.7238    18.1049      4.9300e-04           2.4541e-01      7.6240e-03
    0.7488    18.2391      2.0640e-03           2.4416e-01      3.1451e-02
    0.7737    18.3705      2.3410e-03           2.4235e-01      3.5163e-02
    0.7987    18.4982      7.9000e-05           2.3998e-01      1.1703e-03
    0.8237    18.6216      7.0500e-04           2.3742e-01      1.0306e-02
    0.8486    18.7400      1.4620e-03           2.3357e-01      2.1103e-02
    0.8736    18.8528      5.9500e-04           2.2916e-01      8.4859e-03
    0.8985    18.9593      2.6300e-04           2.2454e-01      3.7089e-03
    0.9235    19.0590      1.3300e-04           2.1977e-01      1.8560e-03
    0.9484    19.1521      1.9800e-04           2.1630e-01      2.7363e-03
    0.9734    19.2388      4.0100e-04           2.1526e-01      5.4918e-03
    0.9984    19.3201      6.2000e-05           2.1892e-01      8.4198e-04
    1.0078    19.3305      7.5000e-05           2.1992e-01      1.0174e-03
    1.0172    19.3418      1.1200e-04           2.2123e-01      1.5176e-03
    1.0266    19.3539      1.0600e-04           2.2293e-01      1.4345e-03
    1.0360    19.3666      3.3900e-04           2.2488e-01      4.5817e-03
    1.0454    19.3797      1.7000e-04           2.2695e-01      2.2945e-03
    1.0548    19.3932      2.5200e-04           2.2909e-01      3.3965e-03
    1.0643    19.4068      6.2000e-05           2.3171e-01      8.3448e-04
    1.0737    19.4204      5.9000e-05           2.3410e-01      7.9299e-04
    1.0831    19.4340      6.0000e-05           2.3662e-01      8.0530e-04
    1.0925    19.4473      4.8000e-05           2.3906e-01      6.4336e-04
    1.1019    19.4604      5.2000e-05           2.4154e-01      6.9603e-04
    1.1113    19.4730      2.5100e-04           2.4381e-01      3.3554e-03
    1.1207    19.4852      5.9000e-05           2.4631e-01      7.8772e-04
    1.1302    19.4969      7.8000e-05           2.4849e-01      1.0401e-03
    1.1396    19.5079      1.6800e-04           2.5029e-01      2.2378e-03
    1.1490    19.5184      7.6000e-05           2.5236e-01      1.0112e-03
    1.1584    19.5282      5.6000e-05           2.5429e-01      7.4438e-04
    1.1678    19.5374      4.3000e-05           2.5604e-01      5.7104e-04
    1.1772    19.5458      1.0500e-04           2.5763e-01      1.3932e-03
    1.1866    19.5535      7.1000e-05           2.5913e-01      9.4132e-04
    1.1960    19.5605      6.0000e-06           2.6048e-01      7.9492e-05
    1.2055    19.5668      5.0000e-06           2.6162e-01      6.6200e-05
    1.2149    19.5723      6.0000e-06           2.6272e-01      7.9396e-05
    1.2243    19.5771      1.8900e-04           3.7759e-01      2.4997e-03
    1.2337    19.5812      1.8200e-04           3.7825e-01      2.4062e-03
    1.2431    19.5795      6.2000e-05           3.7884e-01      8.1982e-04
    1.2525    19.5765      1.4000e-05           3.7945e-01      1.8518e-04
    1.2619    19.5743      1.2500e-04           4.9409e-01      1.6537e-03
    1.2714    19.5730      3.5200e-04           4.9472e-01      4.6576e-03
    1.2808    19.5726      2.5000e-05           4.9494e-01      3.3081e-04
    1.2878    19.5728      6.6400e-04           4.9478e-01      8.7860e-03
    1.2949    19.5736      1.2600e-04           4.9421e-01      1.6671e-03
    1.3020    19.5748      8.4000e-05           4.9388e-01      1.1113e-03
    1.3090    19.5765      1.4000e-05           3.7945e-01      1.8518e-04
    1.3161    19.5787      4.4000e-05           3.7902e-01      5.8186e-04
    1.3231    19.5813      2.8200e-04           3.7865e-01      3.7282e-03
    1.3302    19.5802      2.0900e-04           3.7809e-01      2.7634e-03
    1.3373    19.5771      1.8900e-04           3.7759e-01      2.4997e-03
    1.3443    19.5736      2.1000e-05           2.6298e-01      2.7785e-04
    1.3514    19.5697      1.3000e-05           2.6207e-01      1.7207e-04
    1.3584    19.5653      3.0000e-06           2.6127e-01      3.9726e-05
    1.3655    19.5605      6.0000e-06           2.6048e-01      7.9492e-05
    1.3726    19.5553      3.9000e-05           2.5946e-01      5.1697e-04
    1.3796    19.5497      1.3000e-04           2.5841e-01      1.7242e-03
    1.3867    19.5437      2.0300e-04           2.5716e-01      2.6941e-03
    1.3937    19.5374      4.3000e-05           2.5604e-01      5.7104e-04
    1.4008    19.5306      1.7200e-04           2.5466e-01      2.2857e-03
    1.4079    19.5234      3.1000e-05           2.5340e-01      4.1227e-04
    1.4149    19.5158      4.5000e-05           2.5183e-01      5.9892e-04
    1.4220    19.5079      1.6800e-04           2.5029e-01      2.2378e-03
    1.4290    19.4997      1.6300e-04           2.4895e-01      2.1730e-03
    1.4361    19.4911      9.9000e-05           2.4753e-01      1.3210e-03
    1.4432    19.4822      1.1300e-04           2.4574e-01      1.5092e-03
    1.4502    19.4730      2.5100e-04           2.4381e-01      3.3554e-03
    1.4573    19.4636      8.8000e-05           2.4219e-01      1.1775e-03
    1.4643    19.4539      5.7000e-05           2.4018e-01      7.6347e-04
    1.4714    19.4440      5.3000e-05           2.3833e-01      7.1062e-04
    1.4785    19.4340      6.0000e-05           2.3662e-01      8.0530e-04
    1.4855    19.4238      5.6000e-05           2.3469e-01      7.5240e-04
