            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            2.087300            10.967700          6.70000e-05          2.82340e-03
            2.108300            11.078200          1.97000e-04          8.13640e-03
            2.129200            11.207100          1.33000e-04          5.36780e-03
            2.150200            11.353000          1.41000e-04          5.54560e-03
            2.171200            11.514400          3.15000e-04          1.20432e-02
            2.192100            11.690000          1.35000e-04          5.00700e-03
            2.213100            11.878600          3.43000e-04          1.23220e-02
            2.234100            12.078800          5.05000e-04          1.75460e-02
            2.255000            12.289300          1.39300e-03          4.67540e-02
            2.276000            12.508600          1.76000e-04          5.70100e-03
            2.297000            12.734900          4.75000e-04          1.48473e-02
            2.317900            12.965400         -1.60000e-05         -4.82000e-04
            2.338900            13.196000          2.82000e-04          8.20920e-03
            2.359800            13.417200          2.86000e-04          8.05340e-03
            2.380800            13.603800          4.69000e-04          1.28460e-02
            2.401800            13.687600          2.45000e-04          6.62870e-03
            2.415300            13.693200          1.37000e-04          3.70380e-03
            2.428900            13.710500          2.42000e-04          6.52620e-03
            2.442400            13.546000          4.29400e-03          1.18620e-01
            2.456000            13.237900          3.70100e-03          1.07060e-01
            2.469500            12.924700          3.35000e-03          1.01660e-01
            2.483000            12.606700          4.47300e-03          1.42672e-01
            2.496600            12.284200          1.50200e-03          5.04600e-02
            2.510100            11.957300         -1.13300e-03         -4.01700e-02
            2.523700            11.626200         -1.42400e-03         -5.34100e-02
            2.537200            11.291000          2.49300e-03          9.91200e-02
            2.550800            10.952000         -1.47100e-03         -6.21600e-02
            2.564300            10.609400          2.40700e-03          1.08398e-01
            2.577800            10.263100          1.81000e-03          8.71080e-02
            2.591400             9.913500          2.79300e-03          1.44064e-01
            2.604900             9.560500          7.20000e-05          3.99000e-03
            2.618500             9.204400          2.01800e-03          1.20740e-01
            2.632000             8.845200          4.26000e-04          2.76000e-02
            2.645600             8.483000          2.07800e-03          1.46377e-01
            2.659100             8.118100          1.14000e-03          8.76850e-02
            2.672600             7.750300          1.22700e-03          1.03543e-01
            2.686200             7.380000         -6.38000e-04         -5.93800e-02
            2.699700             7.007100          1.68200e-03          1.73654e-01
            2.713300             6.631900          5.10000e-04          5.87800e-02
            2.726800             6.254300          9.39000e-04          1.21682e-01
            2.740400             5.874600          2.13000e-04          3.12900e-02
            2.753900             5.492800          4.50000e-04          7.56080e-02
            2.767500             5.109100          1.93000e-04          3.74800e-02
            2.781000             4.723600          3.52000e-04          7.99700e-02
            2.794500             4.336500          2.83000e-04          7.62900e-02
            2.808100             3.947800          3.77000e-04          1.22620e-01
            2.821600             3.557800          2.58000e-04          1.03320e-01
            2.835200             3.166700          1.59000e-04          8.03800e-02
            2.848700             2.774500         -1.72000e-04         -1.13260e-01
            2.862300             2.381600          3.40000e-05          3.03800e-02
            2.875800             1.988200         -8.70000e-05         -1.11570e-01
            2.889300             1.594700         -2.90000e-05         -5.78100e-02
            2.902900             1.201500         -2.30000e-05         -8.07600e-02
            2.916400             0.809900          9.00000e-06          6.95500e-02
            2.930000             0.422200          0.00000e+00          0.00000e+00
            2.943500             0.000000          0.00000e+00          0.00000e+00
            2.976000             1.216100          0.00000e+00          0.00000e+00
            3.008500             2.426700          1.30000e-05          1.11907e-02
            3.040900             3.631300          1.30000e-05          4.99740e-03
            3.073400             4.826000          8.00000e-06          1.74120e-03
            3.105900             6.007300          1.00000e-05          1.40470e-03
            3.138400             7.171600          7.00000e-06          6.89960e-04
            3.170800             8.314900          8.00000e-06          5.86550e-04
            3.203300             9.433100          6.00000e-06          3.41800e-04
            3.235800            10.521500          3.00000e-06          1.37370e-04
            3.268300            11.575100          4.00000e-06          1.51336e-04
            3.300700            12.587500          3.00000e-06          9.59750e-05
            3.333200            13.550400          5.00000e-06          1.38038e-04
            3.365700            14.450600          9.00000e-06          2.18470e-04
            3.398100            15.261100          1.90000e-05          4.13530e-04
            3.430600            15.913600          1.20000e-05          2.40200e-04
            3.463100            16.305600          6.52000e-04          1.24311e-02
            3.495600            16.373000          9.35000e-04          1.76800e-02
            3.528000            16.385000          5.83000e-04          1.10080e-02
            3.560500            16.403900          1.90900e-03          3.59620e-02
            3.593000            16.434400          2.52400e-03          4.73710e-02
            3.625500            16.477400          3.18100e-03          5.93900e-02
            3.657900            16.529500          1.96900e-03          3.65300e-02
            3.690400            16.465200          4.27000e-04          7.98400e-03
            3.722900            16.075500          6.00000e-05          1.17690e-03
            3.755400            15.659200         -2.98000e-04         -6.16010e-03
            3.787800            15.242500          2.53000e-04          5.52000e-03
            3.820300            14.834700          1.93000e-04          4.44560e-03
            3.852800            14.444100          1.76000e-04          4.27629e-03
            3.885200            14.079600          1.69000e-04          4.32150e-03
            3.917700            13.751400          1.22000e-04          3.27041e-03
            3.950200            13.472300          9.30000e-05          2.59740e-03
            3.982700            13.261400          1.35000e-04          3.89118e-03
            4.015100            13.145100         -3.80000e-05         -1.11480e-03
            4.047600            13.137600          1.70000e-04          4.99280e-03
            4.080100            13.223800          5.10000e-05          1.47840e-03
            4.112600            13.362100          1.41000e-04          4.00310e-03
            4.145000            13.523800          7.50000e-05          2.07870e-03
            4.177500            13.698200          4.27000e-04          1.15350e-02
            4.210000            13.883500          3.00000e-05          7.89000e-04
            4.242400            14.082000          6.77000e-04          1.73053e-02

            0.000000            15.296000         -1.83700e-03         -3.98000e-02
            0.025000            15.298400          2.77700e-03          6.01500e-02
            0.049900            15.305700          3.33100e-03          7.20780e-02
            0.074900            15.316800          1.44100e-03          3.11360e-02
            0.099800            15.330100          6.23000e-04          1.34380e-02
            0.124800            15.343500          3.08000e-04          6.63200e-03
            0.149800            15.354600          2.95000e-04          6.34300e-03
            0.174700            15.360400         -1.20000e-05         -2.57000e-04
            0.199700            15.358100          2.20000e-04          4.72800e-03
            0.224600            15.345000          3.55000e-04          7.64190e-03
            0.249600            15.318500          4.05000e-04          8.74900e-03
            0.274600            15.276800          5.51000e-04          1.19680e-02
            0.299500            15.219400          3.96000e-04          8.66600e-03
            0.324500            15.147000          7.40000e-05          1.63500e-03
            0.349400            15.062900          3.36000e-04          7.50700e-03
            0.374400            14.973900         -1.89000e-04         -4.27300e-03
            0.399300            14.892500          1.98000e-04          4.52500e-03
            0.424300            14.841800          5.98000e-04          1.37610e-02
            0.449300            14.859700          4.74000e-04          1.08820e-02
            0.474200            14.990100          7.87000e-04          1.77540e-02
            0.499200            15.243400          7.58000e-04          1.65365e-02
            0.524100            15.580000          3.12000e-04          6.51600e-03
            0.549100            15.950900          4.94000e-04          9.84190e-03
            0.574100            16.322700          4.41000e-04          8.39020e-03
            0.599000            16.675300          3.17000e-04          5.77880e-03
            0.624000            16.995600          3.59000e-04          6.30010e-03
            0.648900            17.273500          1.39000e-04          2.36150e-03
            0.673900            17.500900          8.00000e-05          1.32404e-03
            0.698900            17.672900          6.70000e-05          1.08740e-03
            0.723800            17.789900          5.80000e-05          9.29000e-04
            0.748800            17.857600          7.20000e-05          1.14447e-03
            0.773700            17.884700          1.05000e-04          1.66398e-03
            0.798700            17.879500          1.30000e-04          2.06140e-03
            0.823700            17.848600          2.32000e-04          3.69152e-03
            0.848600            17.796000          2.07000e-04          3.31330e-03
            0.873600            17.724000          7.30000e-05          1.17790e-03
            0.898500            17.664000          1.41000e-04          2.29070e-03
            0.923500            17.908400          1.42000e-04          2.24440e-03
            0.948400            18.115700          2.14000e-04          3.30550e-03
            0.973400            18.280900          5.10000e-05          7.73600e-04
            0.998400            18.399400          3.61000e-04          5.40540e-03
            1.007800            18.410300          1.42000e-04          2.12370e-03
            1.017200            18.419200          2.87000e-04          4.28820e-03
            1.026600            18.426200          3.12000e-04          4.65810e-03
            1.036000            18.431600         -2.12000e-04         -3.16330e-03
            1.045400            18.435500         -2.12000e-04         -3.16200e-03
            1.054800            18.438100          8.30000e-05          1.23760e-03
            1.064300            18.439500         -2.69000e-04         -4.01030e-03
            1.073700            18.439900         -1.64000e-04         -2.44490e-03
            1.083100            18.439500         -1.80000e-04         -2.68350e-03
            1.092500            18.438300         -1.54000e-04         -2.29620e-03
            1.101900            18.436600         -2.95000e-04         -4.39930e-03
            1.111300            18.434400         -7.76000e-04         -1.15752e-02
            1.120700            18.431800         -3.74000e-04         -5.58060e-03
            1.130200            18.428900         -3.54000e-04         -5.28360e-03
            1.139600            18.425800         -6.36000e-04         -9.49560e-03
            1.149000            18.422600         -2.59000e-04         -3.86840e-03
            1.158400            18.419400         -5.77000e-04         -8.62130e-03
            1.167800            18.416100         -2.09000e-04         -3.12380e-03
            1.177200            18.413000         -8.54000e-04         -1.27680e-02
            1.186600            18.409900         -2.82000e-04         -4.21770e-03
            1.196000            18.407100          8.20000e-05          1.22680e-03
            1.205500            18.404400          1.33000e-04          1.99039e-03
            1.214900            18.401900          1.37000e-04          2.05085e-03
            1.224300            18.399700          1.17000e-04          1.75179e-03
            1.233700            18.397900          2.40000e-05          3.59500e-04
            1.243100            18.396300         -9.00000e-05         -1.34810e-03
            1.252500            18.395000         -3.50000e-05         -5.24300e-04
            1.261900            18.394100          9.10000e-05          1.36337e-03
            1.271400            18.393600          2.60000e-05          3.89560e-04
            1.280800            18.393400         -1.00000e-06         -1.49800e-05
            1.287800            18.393500          4.60000e-05          6.89230e-04
            1.294900            18.393800          5.10000e-05          7.64100e-04
            1.302000            18.394300          3.50000e-05          5.24380e-04
            1.309000            18.395000         -3.50000e-05         -5.24300e-04
            1.316100            18.395900         -6.70000e-05         -1.00360e-03
            1.323100            18.397000         -6.00000e-05         -8.98600e-04
            1.330200            18.398300          9.20000e-05          1.37769e-03
            1.337300            18.399700          1.17000e-04          1.75179e-03
            1.344300            18.401400         -1.75000e-04         -2.61980e-03
            1.351400            18.403100          1.30000e-04          1.94570e-03
            1.358400            18.405000          1.21000e-04          1.81067e-03
            1.365500            18.407100          8.20000e-05          1.22680e-03
            1.372600            18.409200         -9.40000e-05         -1.40600e-03
            1.379600            18.411400         -7.75000e-04         -1.15897e-02
            1.386700            18.413800         -2.00700e-03         -3.00050e-02
            1.393700            18.416100         -2.09000e-04         -3.12380e-03
            1.400800            18.418600         -9.91000e-04         -1.48080e-02
            1.407900            18.421000         -1.87000e-04         -2.79350e-03
            1.414900            18.423400         -2.83000e-04         -4.22650e-03
            1.422000            18.425800         -6.36000e-04         -9.49560e-03
            1.429000            18.428100         -3.90000e-04         -5.82110e-03
            1.436100            18.430300         -2.59000e-04         -3.86510e-03
            1.443200            18.432400         -9.83000e-04         -1.46664e-02
            1.450200            18.434400         -7.76000e-04         -1.15752e-02
            1.457300            18.436100         -4.86000e-04         -7.24780e-03
            1.464300            18.437500         -3.82000e-04         -5.69620e-03
            1.471400            18.438700         -2.05000e-04         -3.05650e-03
            1.478500            18.439500         -1.80000e-04         -2.68350e-03
            1.485500            18.439900         -1.30000e-04         -1.93800e-03
            1.492600            18.439800         -9.65000e-04         -1.43861e-02
            1.499600            18.439200          8.80000e-05          1.31200e-03
            1.506700            18.438100          8.30000e-05          1.23760e-03
            1.513800            18.436300          1.32000e-04          1.96860e-03
            1.520800            18.433700         -3.81000e-04         -5.68340e-03
            1.527900            18.430400         -5.72000e-04         -8.53600e-03
            1.534900            18.426200          3.12000e-04          4.65810e-03
            1.542000            18.421100          3.26000e-04          4.86980e-03
            1.549100            18.415000          2.55000e-04          3.81170e-03
            1.556100            18.407800          4.94000e-04          7.39000e-03
            1.563200            18.399400          3.61000e-04          5.40540e-03
            1.584100            18.283100          9.50000e-05          1.44060e-03
            1.605100            18.125800         -7.32000e-04         -1.12941e-02
            1.626100            17.933700         -5.58000e-04         -8.79440e-03
            1.647000            17.712300          7.00000e-06          1.13100e-04
            1.668000            17.762700          3.07000e-04          4.93234e-03
            1.689000            17.846700          1.07200e-03          1.70608e-02
            1.709900            17.911500          2.78000e-04          4.39250e-03
            1.730900            17.956200          1.65000e-04          2.59410e-03
            1.751900            17.979900          6.06000e-04          9.50233e-03
            1.772800            17.929200          4.90000e-05          7.72700e-04
            1.793800            17.735100         -6.20000e-05         -9.99000e-04
            1.814800            17.536200          5.20000e-05          8.57000e-04
            1.835700            17.333800         -3.15900e-03         -5.32960e-02
            1.856700            17.129100          4.42000e-04          7.63600e-03
            1.877700            16.923200         -2.62000e-04         -4.63700e-03
            1.898600            16.717200         -2.32000e-04         -4.20900e-03
            1.919600            16.512000          1.21000e-04          2.24970e-03
            1.940500            16.308600          4.94000e-04          9.41520e-03
            1.961500            16.107900          5.81000e-04          1.13511e-02
            1.982500            15.910700          3.47000e-04          6.94830e-03
            2.003400            15.717900          4.50000e-05          9.23300e-04
            2.024400            15.530200          1.67000e-04          3.50990e-03
            2.045400            15.348400         -2.13000e-04         -4.58330e-03
            2.066300            15.173200          4.20000e-05          9.24800e-04
            2.087300            15.005300          3.50000e-05          7.88000e-04
            2.108300            14.845200          1.63000e-04          3.74920e-03
            2.129200            14.693500          1.62000e-04          3.80360e-03
            2.150200            14.550900          2.08000e-04          4.97980e-03
            2.171200            14.417800          2.22000e-04          5.41360e-03
            2.192100            14.294700          1.27000e-04          3.15050e-03
            2.213100            14.182000          2.39000e-04          6.02350e-03
            2.234100            14.080100         -1.40000e-05         -3.58000e-04
            2.255000            13.989400          2.20000e-04          5.69840e-03
            2.276000            13.910100          1.98000e-04          5.18720e-03
            2.297000            13.842600          2.47000e-04          6.53430e-03
            2.317900            13.787000          2.08000e-04          5.54690e-03
            2.338900            13.743600          1.93000e-04          5.17930e-03
            2.359800            13.712500          3.28000e-04          8.84210e-03
            2.380800            13.693800          3.82000e-04          1.03265e-02
            2.401800            13.687600          2.45000e-04          6.62870e-03
            2.415300            13.693800          1.37000e-04          3.70350e-03
            2.428900            13.711600          2.42000e-04          6.52500e-03
            2.442400            13.739000          2.62000e-04          7.03590e-03
            2.456000            13.777800          1.88000e-04          5.02030e-03
            2.469500            13.826200          1.37000e-04          3.63260e-03
            2.483000            13.882900          1.43000e-04          3.76100e-03
            2.496600            13.946600          6.70000e-05          1.74610e-03
            2.510100            14.015800          2.01000e-04          5.18700e-03
            2.523700            14.088900          2.59000e-04          6.61420e-03
            2.537200            14.164600         -4.70000e-05         -1.18700e-03
            2.550800            14.241700          1.68000e-04          4.19870e-03
            2.564300            14.319200          2.17000e-04          5.36480e-03
            2.577800            14.396300         -3.50000e-05         -8.56000e-04
            2.591400            14.472000         -1.49000e-04         -3.60600e-03
            2.604900            14.545800          2.70000e-04          6.46880e-03
            2.618500            14.616900          2.10000e-04          4.98240e-03
            2.632000            14.685100          3.22000e-04          7.56840e-03
            2.645600            14.749800          2.62000e-04          6.10480e-03
            2.659100            14.810900          4.76000e-04          1.09995e-02
            2.672600            14.868000          4.26000e-04          9.76900e-03
            2.686200            14.917500          1.42000e-04          3.23460e-03
            2.699700            14.962700          5.38000e-04          1.21816e-02
            2.713300            15.003900          3.62000e-04          8.15100e-03
            2.726800            15.041200          7.96000e-04          1.78352e-02
            2.740400            15.075000          1.06700e-03          2.38001e-02
            2.753900            15.105500          8.94000e-04          1.98610e-02
            2.767500            15.133000          1.24200e-03          2.74912e-02
            2.781000            15.157900          4.44000e-04          9.79600e-03
            2.794500            15.180200          1.03900e-03          2.28554e-02
            2.808100            15.200300          1.73300e-03          3.80208e-02
            2.821600            15.218300          1.04300e-03          2.28290e-02
            2.835200            15.234400          1.20300e-03          2.62750e-02
            2.848700            15.248600          1.77300e-03          3.86530e-02
            2.862300            15.261000          1.36500e-03          2.97100e-02
            2.875800            15.271500          3.14600e-03          6.83800e-02
            2.889300            15.280200          5.03500e-03          1.09309e-01
            2.902900            15.287000          5.29500e-03          1.14860e-01
            2.916400            15.291900          2.37600e-03          5.15100e-02
            2.930000            15.294900          9.72000e-04          2.10700e-02
            2.943500            15.296000         -1.83700e-03         -3.98000e-02
            2.976000            15.302100          3.96100e-03          8.57500e-02
            3.008500            15.320400          1.99900e-03          4.31720e-02
            3.040900            15.350900         -6.00000e-05         -1.29100e-03
            3.073400            15.393500          1.09000e-04          2.33210e-03
            3.105900            15.448000          1.84000e-04          3.90840e-03
            3.138400            15.514300          9.00000e-05          1.89543e-03
            3.170800            15.592200          2.80000e-05          5.83780e-04
            3.203300            15.681300          1.60000e-05          3.29820e-04
            3.235800            15.781600          2.20000e-05          4.47770e-04
            3.268300            15.893000          2.30000e-05          4.61570e-04
            3.300700            16.015900          4.10000e-05          8.10240e-04
            3.333200            16.152000          4.30000e-05          8.35450e-04
            3.365700            16.302700          7.70000e-05          1.46860e-03
            3.398100            16.378700          6.36000e-04          1.20184e-02
            3.430600            16.387500          2.00000e-04          3.77600e-03
            3.463100            16.410500          1.29000e-03          2.42819e-02
            3.495600            16.592800          7.80000e-05          1.43610e-03
            3.528000            16.776300          2.21000e-04          3.98040e-03
            3.560500            16.941000          3.98000e-04          7.03000e-03
            3.593000            17.096100          6.01000e-04          1.04234e-02
            3.625500            17.243100          6.77000e-04          1.15424e-02
            3.657900            16.913900          8.47000e-04          1.50080e-02
            3.690400            16.649200         -1.07000e-04         -1.95700e-03
            3.722900            16.711200          1.76000e-04          3.19400e-03
            3.755400            16.807000         -2.76100e-03         -4.95470e-02
            3.787800            16.916000          1.14900e-03          2.03546e-02
            3.820300            17.035300          1.10800e-03          1.93537e-02
            3.852800            17.162700          1.10500e-03          1.90161e-02
            3.885200            17.290600          3.88000e-04          6.57840e-03
            3.917700            17.111100          1.97000e-04          3.41068e-03
            3.950200            16.792000          1.81000e-04          3.25390e-03
            3.982700            16.447600          4.69000e-04          8.78780e-03
            4.015100            16.094300          4.68000e-04          9.15800e-03
            4.047600            15.744500          7.41000e-04          1.51530e-02
            4.080100            15.407700          5.93000e-04          1.26621e-02
            4.112600            15.091300          9.87000e-04          2.19680e-02
            4.145000            14.800200         -4.15000e-04         -9.60400e-03
            4.177500            14.536100          1.44500e-03          3.46660e-02
            4.210000            14.297900         -3.56000e-04         -8.82700e-03
            4.242400            14.082000          6.77000e-04          1.73053e-02

            0.000000            15.296000         -1.83700e-03         -3.98000e-02
            0.025000            15.301000          2.77700e-03          6.01300e-02
            0.049900            15.315800          3.33100e-03          7.19810e-02
            0.074900            15.340200          2.05000e-03          4.41590e-02
            0.099800            15.374200          2.21000e-03          4.73960e-02
            0.124800            15.417400          1.25100e-03          2.66780e-02
            0.149800            15.469600          1.35200e-03          2.86380e-02
            0.174700            15.530300          5.77000e-04          1.21270e-02
            0.199700            15.599200          9.25000e-04          1.92695e-02
            0.224600            15.675700          6.90000e-04          1.42341e-02
            0.249600            15.759400          4.06000e-04          8.28700e-03
            0.274600            15.849500          2.12000e-04          4.27800e-03
            0.299500            15.945700          5.25000e-04          1.04666e-02
            0.324500            16.047300          4.85000e-04          9.54700e-03
            0.349400            16.154000          6.85000e-04          1.33064e-02
            0.374400            16.265100          6.99000e-04          1.33940e-02
            0.399300            16.380500         -4.78000e-04         -9.03100e-03
            0.424300            16.499500          6.47000e-04          1.20470e-02
            0.449300            16.622100          7.32000e-04          1.34290e-02
            0.474200            16.747900          1.66000e-04          3.00000e-03
            0.499200            16.876600          2.19000e-04          3.89770e-03
            0.524100            17.008000         -8.90000e-05         -1.55900e-03
            0.549100            17.141700          2.39000e-04          4.12300e-03
            0.574100            17.277400         -5.10000e-05         -8.66100e-04
            0.599000            17.414600          5.00000e-06          8.36000e-05
            0.624000            17.553000         -6.00000e-05         -9.87100e-04
            0.648900            17.691800          1.92000e-04          3.10950e-03
            0.673900            17.830500         -5.80000e-05         -9.24700e-04
            0.698900            17.968400         -5.40000e-05         -8.47900e-04
            0.723800            18.104900         -2.80000e-05         -4.33000e-04
            0.748800            18.239100         -1.55800e-03         -2.37407e-02
            0.773700            18.370500         -1.86200e-03         -2.79681e-02
            0.798700            18.498200          5.08000e-04          7.52550e-03
            0.823700            18.621600         -2.45000e-04         -3.58160e-03
            0.848600            18.740000         -8.81000e-04         -1.27168e-02
            0.873600            18.852800         -2.45000e-04         -3.49420e-03
            0.898500            18.959300         -5.20000e-05         -7.33300e-04
            0.923500            19.059000          2.50000e-05          3.48900e-04
            0.948400            19.152100         -3.10000e-05         -4.28400e-04
            0.973400            19.238800         -1.57000e-04         -2.15010e-03
            0.998400            19.320100          1.38000e-04          1.87412e-03
            1.007800            19.330500          9.90000e-05          1.34300e-03
            1.017200            19.341800          5.20000e-05          7.04600e-04
            1.026600            19.353900          7.50000e-05          1.01500e-03
            1.036000            19.366600         -1.73000e-04         -2.33820e-03
            1.045400            19.379700         -6.50000e-05         -8.77300e-04
            1.054800            19.393200         -1.35000e-04         -1.81960e-03
            1.064300            19.406800          4.10000e-05          5.51820e-04
            1.073700            19.420400          2.60000e-05          3.49410e-04
            1.083100            19.434000          1.10000e-05          1.47640e-04
            1.092500            19.447300          4.60000e-05          6.16540e-04
            1.101900            19.460400          1.80000e-05          2.40940e-04
            1.111300            19.473000         -1.95000e-04         -2.60680e-03
            1.120700            19.485200         -7.00000e-06         -9.34600e-05
            1.130200            19.496900         -2.10000e-05         -2.79990e-04
            1.139600            19.507900         -1.18000e-04         -1.57179e-03
            1.149000            19.518400         -2.30000e-05         -3.05990e-04
            1.158400            19.528200          1.00000e-05          1.32920e-04
            1.167800            19.537400          6.00000e-06          7.96800e-05
            1.177200            19.545800         -6.70000e-05         -8.89000e-04
            1.186600            19.553500         -4.60000e-05         -6.09870e-04
            1.196000            19.560500          1.80000e-05          2.38478e-04
            1.205500            19.566800          1.60000e-05          2.11840e-04
            1.214900            19.572300          1.70000e-05          2.24954e-04
            1.224300            19.577100         -3.10000e-05         -4.10000e-04
            1.233700            19.581200          3.40000e-05          4.49500e-04
            1.243100            19.579500          1.70000e-04          2.24788e-03
            1.252500            19.576500          2.20000e-04          2.90992e-03
            1.261900            19.574300          3.12000e-04          4.12780e-03
            1.271400            19.573000         -1.56000e-04         -2.06420e-03
            1.280800            19.572600          1.89000e-04          2.50089e-03
            1.287800            19.572800         -2.87000e-04         -3.79760e-03
            1.294900            19.573600          4.64000e-04          6.13910e-03
            1.302000            19.574800          2.82000e-04          3.73060e-03
            1.309000            19.576500          2.20000e-04          2.90992e-03
            1.316100            19.578700          1.20000e-04          1.58684e-03
            1.323100            19.581300         -7.50000e-05         -9.91600e-04
            1.330200            19.580200         -4.00000e-06         -5.29000e-05
            1.337300            19.577100         -3.10000e-05         -4.10000e-04
            1.344300            19.573600          8.00000e-06          1.05850e-04
            1.351400            19.569700          1.90000e-05          2.51490e-04
            1.358400            19.565300          2.20000e-05          2.91324e-04
            1.365500            19.560500          1.80000e-05          2.38478e-04
            1.372600            19.555300         -1.70000e-05         -2.25350e-04
            1.379600            19.549700         -9.70000e-05         -1.28651e-03
            1.386700            19.543700         -1.55000e-04         -2.05707e-03
            1.393700            19.537400          6.00000e-06          7.96800e-05
            1.400800            19.530600         -1.16000e-04         -1.54150e-03
            1.407900            19.523400          1.10000e-05          1.46290e-04
            1.414900            19.515800         -5.00000e-06         -6.65500e-05
            1.422000            19.507900         -1.18000e-04         -1.57179e-03
            1.429000            19.499700         -1.08000e-04         -1.43978e-03
            1.436100            19.491100         -3.20000e-05         -4.27010e-04
            1.443200            19.482200         -5.70000e-05         -7.61300e-04
            1.450200            19.473000         -1.95000e-04         -2.60680e-03
            1.457300            19.463600         -1.10000e-05         -1.47200e-04
            1.464300            19.453900          7.00000e-06          9.37600e-05
            1.471400            19.444000          3.50000e-05          4.69280e-04
            1.478500            19.434000          1.10000e-05          1.47640e-04
            1.485500            19.423800          2.60000e-05          3.49300e-04
            1.492600            19.413600         -4.50000e-05         -6.05200e-04
            1.499600            19.403400          3.30000e-05          4.44300e-04
            1.506700            19.393200         -1.35000e-04         -1.81960e-03
            1.513800            19.383100         -2.30000e-05         -3.10300e-04
            1.520800            19.373100         -2.79000e-04         -3.76830e-03
            1.527900            19.363300         -1.19000e-04         -1.60890e-03
            1.534900            19.353900          7.50000e-05          1.01500e-03
            1.542000            19.344800          1.32000e-04          1.78800e-03
            1.549100            19.336100          5.90000e-05          7.99900e-04
            1.556100            19.327800          1.68000e-04          2.27971e-03
            1.563200            19.320100          1.38000e-04          1.87412e-03
            1.584100            19.237200          1.27000e-04          1.73955e-03
            1.605100            19.143500         -1.25200e-03         -1.73175e-02
            1.626100            19.036700         -3.30000e-05         -4.61600e-04
            1.647000            18.915400         -1.00000e-06         -1.42000e-05
            1.668000            18.779800          2.06000e-04          2.96081e-03
            1.689000            18.630700         -8.50000e-05         -1.24130e-03
            1.709900            18.469600         -4.96000e-04         -7.37040e-03
            1.730900            18.298000         -2.29100e-03         -3.46859e-02
            1.751900            18.117400         -3.42000e-03         -5.28160e-02
            1.772800            17.981600          1.66000e-04          2.60250e-03
            1.793800            17.960500          6.56000e-04          1.03090e-02
            1.814800            17.916200         -2.17000e-04         -3.42700e-03
            1.835700            17.848600         -6.17000e-04         -9.81700e-03
            1.856700            17.758500          6.19000e-04          9.94930e-03
            1.877700            17.647000          8.46000e-04          1.37704e-02
            1.898600            17.515800         -1.17500e-03         -1.94130e-02
            1.919600            17.367100          4.85000e-04          8.15110e-03
            1.940500            17.203400          2.05000e-04          3.51120e-03
            1.961500            17.027400         -9.00000e-06         -1.57400e-04
            1.982500            16.841900         -7.40000e-05         -1.32250e-03
            2.003400            16.649900          5.40000e-05          9.87400e-04
            2.024400            16.454100          1.81000e-04          3.38896e-03
            2.045400            16.257600          2.45000e-04          4.69880e-03
            2.066300            16.062900          1.34000e-04          2.63260e-03
            2.087300            15.872900          3.39000e-04          6.82030e-03
            2.108300            15.689700          6.49000e-04          1.33646e-02
            2.129200            15.515600          7.12000e-04          1.49922e-02
            2.150200            15.352400          7.75000e-04          1.66680e-02
            2.171200            15.201400          8.49000e-04          1.86230e-02
            2.192100            15.063800          1.69700e-03          3.79090e-02
            2.213100            14.940100          2.41800e-03          5.49130e-02
            2.234100            14.830700          3.08500e-03          7.10990e-02
            2.255000            14.735600          3.19300e-03          7.45400e-02
            2.276000            14.654500          3.10800e-03          7.33570e-02
            2.297000            14.587100          6.68700e-03          1.59298e-01
            2.317900            14.532800          2.87800e-03          6.90720e-02
            2.338900            14.491200          6.05100e-03          1.46063e-01
            2.359800            14.461800          2.30400e-03          5.58400e-02
            2.380800            14.444400          5.65900e-03          1.37488e-01
            2.401800            14.438600          5.54300e-03          1.34784e-01
            2.415300            14.146700          5.32000e-04          1.34800e-02
            2.428900            13.849200          4.14500e-03          1.09550e-01
            2.442400            13.740600          2.62000e-04          7.03460e-03
            2.456000            13.780000          1.88000e-04          5.01870e-03
            2.469500            13.828800          1.37000e-04          3.63120e-03
            2.483000            13.885700          1.43000e-04          3.75950e-03
            2.496600            13.949400          6.70000e-05          1.74540e-03
            2.510100            14.018800          2.01000e-04          5.18400e-03
            2.523700            14.092700          2.59000e-04          6.61060e-03
            2.537200            14.169700         -4.70000e-05         -1.18700e-03
            2.550800            14.248300          1.68000e-04          4.19480e-03
            2.564300            14.327400          2.17000e-04          5.35880e-03
            2.577800            14.405700         -3.50000e-05         -8.55000e-04
            2.591400            14.482200         -1.49000e-04         -3.60100e-03
            2.604900            14.556000          2.70000e-04          6.45970e-03
            2.618500            14.626600          2.10000e-04          4.97580e-03
            2.632000            14.693300          3.22000e-04          7.56010e-03
            2.645600            14.755900          2.62000e-04          6.09920e-03
            2.659100            14.814200          4.76000e-04          1.09945e-02
            2.672600            14.868000          4.26000e-04          9.76900e-03
            2.686200            14.921200          1.42000e-04          3.23300e-03
            2.699700            14.970200          5.38000e-04          1.21693e-02
            2.713300            15.015100          3.62000e-04          8.14000e-03
            2.726800            15.056000          7.17000e-04          1.60340e-02
            2.740400            15.092900          1.08600e-03          2.41667e-02
            2.753900            15.125800          9.69000e-04          2.14690e-02
            2.767500            15.155100          1.02300e-03          2.25782e-02
            2.781000            15.180800          1.86000e-04          4.09100e-03
            2.794500            15.203200          1.03800e-03          2.27644e-02
